root,level,subject,board,year,page_type,the_rest
www.savemyexams.com,a-level,physics,cie,22,topic-questions,4-forces-density--pressure/4-1-forces-turning-effects--equilibrium/structured-questions
www.savemyexams.com,a-level,physics,cie,22,topic-questions,8-superposition/8-1-stationary-waves/structured-questions
www.savemyexams.com,a-level,physics,cie,22,topic-questions,11-particle-physics/11-2-fundamental-particles/structured-questions
www.savemyexams.com,a-level,physics,cie,22,topic-questions,15-ideal-gases/15-2-kinetic-theory/structured-questions
www.savemyexams.com,a-level,physics,cie,22,topic-questions,20-magnetic-fields/20-1-magnetic-fields/structured-questions
www.savemyexams.com,a-level,physics,cie,22,topic-questions,24-medical-physics/24-1-ultrasound--x-rays/structured-questions
www.savemyexams.com,a-level,physics,cie,22,topic-questions,3-dynamics/3-2-linear-momentum--conservation/multiple-choice
www.savemyexams.com,a-level,physics,cie,22,topic-questions,7-waves/7-2-transverse-waves-em-spectrum--polarisation/multiple-choice
www.savemyexams.com,a-level,physics,cie,22,topic-questions,11-particle-physics/11-1-atoms-nuclei--radiation/multiple-choice
www.savemyexams.com,a-level,physics,cie,25,topic-questions,3-dynamics/3-2-non-uniform-motion/multiple-choice-questions
www.savemyexams.com,a-level,physics,cie,25,topic-questions,6-deformation-of-solids/6-2-elastic-and-plastic-behaviour/multiple-choice-questions
www.savemyexams.com,a-level,physics,cie,25,topic-questions,8-superposition/8-3-interference/multiple-choice-questions
www.savemyexams.com,a-level,physics,cie,25,topic-questions,11-particle-physics/11-1-atoms-nuclei-and-radiation/multiple-choice-questions
www.savemyexams.com,a-level,physics,cie,25,topic-questions,3-dynamics/3-2-non-uniform-motion/structured-questions
www.savemyexams.com,a-level,physics,cie,25,topic-questions,6-deformation-of-solids/6-2-elastic-and-plastic-behaviour/structured-questions
www.savemyexams.com,a-level,physics,cie,25,topic-questions,8-superposition/8-3-interference/structured-questions
www.savemyexams.com,a-level,physics,cie,25,topic-questions,11-particle-physics/11-1-atoms-nuclei-and-radiation/structured-questions
www.savemyexams.com,a-level,physics,cie,25,topic-questions,14-temperature/14-1-thermal-equilibrium/structured-questions
www.savemyexams.com,a-level,physics,cie,25,topic-questions,17-oscillations/17-1-simple-harmonic-oscillations/structured-questions
www.savemyexams.com,a-level,physics,cie,25,topic-questions,19-capacitance/19-1-capacitors-and-capacitance/structured-questions
www.savemyexams.com,a-level,physics,cie,25,topic-questions,21-alternating-currents/21-1-characteristics-of-alternating-currents/structured-questions
www.savemyexams.com,a-level,physics,cie,25,topic-questions,24-medical-physics/24-1-production-and-use-of-ultrasound/structured-questions
www.savemyexams.com,a-level,physics,cie,25,revision-notes,
www.savemyexams.com,a-level,chemistry,cie,25,revision-notes,1-atomic-structure/1-4-ionisation-energy/ionisation-energy-and-electronic-configuration
www.savemyexams.com,a-level,chemistry,cie,25,revision-notes,11-group-17/11-2-the-chemical-properties-of-the-halogen-elements-and-the-hydrogen-halides/chemical-properties-of-the-halogens-and-hydrogen-halides
www.savemyexams.com,a-level,chemistry,cie,25,revision-notes,37-analytical-techniques-al/37-3-carbon-13-nmr-spectroscopy/predicting-carbon-13-nmr-spectra
www.savemyexams.com,a-level,chemistry,cie,22,revision-notes,1-physical-chemistry/1-4-states-of-matter/1-4-2-ideal-gas-law--equation
www.savemyexams.com,a-level,chemistry,cie,22,revision-notes,2-inorganic-chemistry/2-1-the-periodic-table-chemical-periodicity/2-1-6-period-3-elements-electronegativity--bonding
www.savemyexams.com,a-level,chemistry,cie,22,revision-notes,5-physical-chemistry-a-level-only/5-4-electrochemistry-calculations--applications-a-level-only/5-4-3-electrochemical-series--redox-equations
www.savemyexams.com,a-level,chemistry,cie,22,revision-notes,8-analysis-a-level-only/8-1-analytical-techniques-a-level-only/8-1-7-deuterated-solvents-in-proton-nmr
www.savemyexams.com,a-level,chemistry,cie,22,topic-questions,1-physical-chemistry/1-8-reaction-kinetics/multiple-choice-questions
www.savemyexams.com,a-level,chemistry,cie,22,topic-questions,3-organic-chemistry/3-4-hydroxy-compounds/multiple-choice-questions
www.savemyexams.com,a-level,chemistry,cie,22,topic-questions,1-physical-chemistry/1-2-atoms-molecules--stoichiometry/structured-questions
www.savemyexams.com,a-level,chemistry,cie,22,topic-questions,2-inorganic-chemistry/2-2-group-2/structured-questions
www.savemyexams.com,a-level,chemistry,cie,22,topic-questions,3-organic-chemistry/3-6-carboxylic-acids--derivatives/structured-questions
www.savemyexams.com,a-level,chemistry,cie,22,topic-questions,5-physical-chemistry-a-level-only/5-4-electrochemistry-calculations--applications-a-level-only/structured-questions
www.savemyexams.com,a-level,chemistry,cie,22,topic-questions,7-organic-chemistry-a-level-only/7-4-hydroxy-compounds-a-level-only/structured-questions
www.savemyexams.com,a-level,chemistry,cie,25,topic-questions,1-atomic-structure/1-3-electrons-energy-levels-and-atomic-orbitals/multiple-choice-questions
www.savemyexams.com,a-level,chemistry,cie,25,topic-questions,3-chemical-bonding/3-3-metallic-bonding/multiple-choice-questions
www.savemyexams.com,a-level,chemistry,cie,25,topic-questions,5-chemical-energetics/5-2-hesss-law/multiple-choice-questions
www.savemyexams.com,a-level,chemistry,cie,25,topic-questions,9-the-periodic-table-chemical-periodicity/9-2-periodicity-of-chemical-properties-of-the-elements-in-period-3/multiple-choice-questions
www.savemyexams.com,a-level,chemistry,cie,25,topic-questions,13-an-introduction-to-as-level-organic-chemistry/13-1-formulas-functional-groups-and-the-naming-of-organic-compounds/multiple-choice-questions
www.savemyexams.com,a-level,chemistry,cie,25,topic-questions,17-carbonyl-compounds/17-1-aldehydes-and-ketones/multiple-choice-questions
www.savemyexams.com,a-level,chemistry,cie,25,topic-questions,22-analytical-techniques/22-2-mass-spectrometry/multiple-choice-questions
www.savemyexams.com,a-level,chemistry,cie,25,topic-questions,2-atoms-molecules-and-stoichiometry/2-4-reacting-masses-and-volumes-of-solutions-and-gases/structured-questions
www.savemyexams.com,a-level,chemistry,cie,25,topic-questions,4-states-of-matter/4-1-the-gaseous-state-ideal-and-real-gases-and-pv-equals-nrt/structured-questions
www.savemyexams.com,a-level,chemistry,cie,25,topic-questions,8-reaction-kinetics/8-2-effect-of-temperature-on-reaction-rates-and-the-concept-of-activation-energy/structured-questions
www.savemyexams.com,a-level,chemistry,cie,25,topic-questions,11-group-17/11-3-some-reactions-of-the-halide-ions/structured-questions
www.savemyexams.com,a-level,chemistry,cie,25,topic-questions,14-hydrocarbons/14-2-alkenes/structured-questions
www.savemyexams.com,a-level,chemistry,cie,25,topic-questions,20-polymerisation/20-1-addition-polymerisation/structured-questions
www.savemyexams.com,a-level,chemistry,cie,25,topic-questions,24-electrochemistry-al/24-1-electrolysis/structured-questions
www.savemyexams.com,a-level,chemistry,cie,25,topic-questions,28-chemistry-of-transition-elements/28-2-general-characteristic-chemical-properties-of-the-first-set-of-transition-elements-titanium-to-copper/structured-questions
www.savemyexams.com,a-level,chemistry,cie,25,topic-questions,30-hydrocarbons-al/30-1-arenes/structured-questions
www.savemyexams.com,a-level,chemistry,cie,25,topic-questions,34-nitrogen-compounds-al/34-2-phenylamine-and-azo-compounds/structured-questions
www.savemyexams.com,a-level,chemistry,cie,25,topic-questions,37-analytical-techniques-al/37-2-gasliquid-chromatography/structured-questions
www.savemyexams.com,a-level,biology,cie,22,revision-notes,1-cell-structure/1-1-the-microscope-in-cell-studies/1-1-2-magnification-calculations
www.savemyexams.com,a-level,biology,cie,22,revision-notes,1-cell-structure/1-2-cells-as-the-basic-units-of-living-organisms/1-2-5-viruses
www.savemyexams.com,a-level,biology,cie,22,revision-notes,2-biological-molecules/2-2-carbohydrates--lipids/2-2-5-starch--glycogen
www.savemyexams.com,a-level,biology,cie,22,revision-notes,2-biological-molecules/2-3-proteins/2-3-5-haemoglobin
www.savemyexams.com,a-level,biology,cie,22,revision-notes,3-enzymes/3-1-mode-of-action-of-enzymes/3-1-5-colorimetry
www.savemyexams.com,a-level,biology,cie,22,revision-notes,3-enzymes/3-2-factors-that-affect-enzyme-action/3-2-8-enzyme-activity-immobilised-v-free
www.savemyexams.com,a-level,biology,cie,22,revision-notes,4-cell-membranes--transport/4-2-movement-into--out-of-cells/4-2-4-endocytosis--exocytosis
www.savemyexams.com,a-level,biology,cie,22,revision-notes,4-cell-membranes--transport/4-2-movement-into--out-of-cells/4-2-12-comparing-osmosis-in-plants--animals
www.savemyexams.com,a-level,biology,cie,22,revision-notes,5-the-mitotic-cell-cycle/5-2-chromosome-behaviour-in-mitosis/5-2-2-observing-mitosis
www.savemyexams.com,a-level,biology,cie,22,revision-notes,6-nucleic-acids--protein-synthesis/6-2-protein-synthesis/6-2-4-transcription
www.savemyexams.com,a-level,biology,cie,22,revision-notes,7-transport-in-plants/7-2-transport-mechanisms/7-2-3-water--the-transpiration-pull
www.savemyexams.com,a-level,biology,cie,22,revision-notes,8-transport-in-mammals/8-1-the-circulatory-system/8-1-4-blood-vessels-structures--functions
www.savemyexams.com,a-level,biology,cie,22,revision-notes,8-transport-in-mammals/8-2-transport-of-oxygen--carbon-dioxide/8-2-5-the-bohr-shift
www.savemyexams.com,a-level,biology,cie,22,revision-notes,9-gas-exchange/9-1-the-gas-exchange-system/9-1-4-recognising-structures
www.savemyexams.com,a-level,biology,cie,22,revision-notes,10-infectious-diseases/10-2-antibiotics/10-2-3-consequences-of-antibiotic-resistance
www.savemyexams.com,a-level,biology,cie,22,revision-notes,11-immunity/11-2-antibodies--vaccination/11-2-4-types-of-immunity
www.savemyexams.com,a-level,biology,cie,22,revision-notes,12-energy--respiration/12-2-respiration/12-2-1-structure--function-of-mitochondria
www.savemyexams.com,a-level,biology,cie,22,revision-notes,12-energy--respiration/12-2-respiration/12-2-9-energy-yield-aerobic--anaerobic-respiration
www.savemyexams.com,a-level,biology,cie,22,revision-notes,13-photosynthesis/13-1-photosynthesis-as-an-energy-transfer-process/13-1-7-photophosphorylation
www.savemyexams.com,a-level,biology,cie,22,revision-notes,14-homeostasis/14-1-homeostasis-in-mammals/14-1-5-formation-of-urine
www.savemyexams.com,a-level,biology,cie,22,revision-notes,15-control--coordination/15-1-control--coordination-in-mammals/15-1-2-the-nervous-system
www.savemyexams.com,a-level,biology,cie,22,revision-notes,15-control--coordination/15-1-control--coordination-in-mammals/15-1-10-stimulating-contraction-in-striated-muscle
www.savemyexams.com,a-level,biology,cie,22,revision-notes,16-inheritance/16-1-passage-of-information-from-parents-to-offspring/16-1-3-meiosis-in-animal--plant-cells
www.savemyexams.com,a-level,biology,cie,22,revision-notes,16-inheritance/16-2-the-roles-of-genes-in-determining-the-phenotype/16-2-6-genes-proteins--phenotype
www.savemyexams.com,a-level,biology,cie,22,revision-notes,17-selection--evolution/17-1-variation/17-1-4-variation-t-test-worked-example
www.savemyexams.com,a-level,biology,cie,22,revision-notes,17-selection--evolution/17-3-evolution/17-3-1-theory-of-evolution
www.savemyexams.com,a-level,biology,cie,22,revision-notes,18-classification-biodiversity--conservation/18-2-biodiversity/18-2-2-biodiversity
www.savemyexams.com,a-level,biology,cie,22,revision-notes,18-classification-biodiversity--conservation/18-3-conservation/18-3-3-methods-of-conservation
www.savemyexams.com,a-level,biology,cie,22,revision-notes,19-genetic-technology/19-1-principles-of-genetic-technology/19-1-5-genetic-engineering-vectors
www.savemyexams.com,a-level,biology,cie,22,revision-notes,19-genetic-technology/19-2-genetic-technology-applied-to-medicine/19-2-2-genetic-screening
www.savemyexams.com,a-level,biology,cie,22,topic-questions,2-biological-molecules/2-2-carbohydrates--lipids/multiple-choice-questions
www.savemyexams.com,a-level,biology,cie,22,topic-questions,5-the-mitotic-cell-cycle/5-2-chromosome-behaviour-in-mitosis/multiple-choice-questions
www.savemyexams.com,a-level,biology,cie,22,topic-questions,9-gas-exchange/9-1-the-gas-exchange-system/multiple-choice-questions
www.savemyexams.com,a-level,biology,cie,22,topic-questions,2-biological-molecules/2-2-carbohydrates--lipids/structured-questions
www.savemyexams.com,a-level,biology,cie,22,topic-questions,5-the-mitotic-cell-cycle/5-2-chromosome-behaviour-in-mitosis/structured-questions
www.savemyexams.com,a-level,biology,cie,22,topic-questions,9-gas-exchange/9-1-the-gas-exchange-system/structured-questions
www.savemyexams.com,a-level,biology,cie,22,topic-questions,13-photosynthesis/13-2-investigation-of-limiting-factors/structured-questions
www.savemyexams.com,a-level,biology,cie,22,topic-questions,17-selection--evolution/17-1-variation/structured-questions
www.savemyexams.com,a-level,biology,cie,22,topic-questions,19-genetic-technology/19-3-genetically-modified-organisms-in-agriculture/structured-questions
www.savemyexams.com,a-level,biology,cie,25,topic-questions,3-enzymes/3-2-factors-that-affect-enzyme-action/multiple-choice-questions
www.savemyexams.com,a-level,biology,cie,25,topic-questions,7-transport-in-plants/7-2-transport-mechanisms/multiple-choice-questions
www.savemyexams.com,a-level,biology,cie,25,topic-questions,11-immunity/11-2-antibodies-and-vaccination/multiple-choice-questions
www.savemyexams.com,a-level,biology,cie,25,topic-questions,3-enzymes/3-2-factors-that-affect-enzyme-action/structured-questions
www.savemyexams.com,a-level,biology,cie,25,topic-questions,7-transport-in-plants/7-2-transport-mechanisms/structured-questions
www.savemyexams.com,a-level,biology,cie,25,topic-questions,11-immunity/11-2-antibodies-and-vaccination/structured-questions
www.savemyexams.com,a-level,biology,cie,25,topic-questions,15-control-and-coordination/15-2-control-and-coordination-in-plants/structured-questions
www.savemyexams.com,a-level,biology,cie,25,topic-questions,18-classification-biodiversity-and-conservation/18-2-biodiversity/structured-questions
